,customer_email,revenue_growth
62,xjwtrozmud@gmail.com,92.41
63,kbdixhvqrj@gmail.com,105.07
64,bxrtwavbin@gmail.com,-79.97999999999999
65,vvgftnehgs@gmail.com,-189.61999999999998
66,vpljflunqb@gmail.com,-81.58000000000001
67,cevshyfyva@gmail.com,-7.3999999999999915
68,riqhriudez@gmail.com,127.19000000000001
69,eaunxgwxyc@gmail.com,15.52000000000001
70,trptvmiguc@gmail.com,-103.49
71,peamjuzvbp@gmail.com,10.219999999999999
72,nfdaytaxqw@gmail.com,-124.6
73,doktkkiqph@gmail.com,80.53
74,darcteqlhr@gmail.com,126.33000000000001
75,azzzjywhkh@gmail.com,68.63
76,ycuffznrch@gmail.com,86.26999999999998
77,lsheydpvfx@gmail.com,-131.5
78,mfzqpmoxcv@gmail.com,5.950000000000017
79,kghhyvlntq@gmail.com,4.899999999999999
80,jaoggkpgpy@gmail.com,90.56
81,oiudukmmnl@gmail.com,-124.69999999999999
82,qyahdarpma@gmail.com,-44.110000000000014
83,krfblbsiaz@gmail.com,35.20000000000002
84,ktvmbrpdba@gmail.com,-87.20000000000002
85,zwppqlqqms@gmail.com,35.18
86,vaflooerxs@gmail.com,37.49000000000001
87,sinneqbejp@gmail.com,98.28
88,hhqbeznaga@gmail.com,121.74999999999999
89,bdrbfibyyw@gmail.com,118.18
90,lsxhhttoeo@gmail.com,-52.32000000000001
91,bleayswkrn@gmail.com,56.839999999999996
92,wgnrlklbad@gmail.com,-6.1699999999999875
93,maojgwokqv@gmail.com,-186.13
94,ibmobwulak@gmail.com,45.55000000000001
95,gmvbqqfdlp@gmail.com,187.14
96,xdxiyzjrdy@gmail.com,84.28
97,sgfhgdrqvd@gmail.com,43.98000000000002
98,byuvjxzokl@gmail.com,-99.93
99,pmlkjqwzeg@gmail.com,48.78
100,yyzmqzauxs@gmail.com,1.7800000000000011
101,ncrtxqtpvs@gmail.com,-0.6299999999999955
102,gabbpvlmor@gmail.com,-230.59
103,hpdaekkpzm@gmail.com,51.579999999999984
104,ebholbsauf@gmail.com,59.87
105,yugkdamptz@gmail.com,138.75
106,cwkjwqthuy@gmail.com,-180.18
107,qxwkefstla@gmail.com,72.7
108,xcomlotwya@gmail.com,27.960000000000008
109,mgpakdvfwz@gmail.com,147.18
110,jflfnakahc@gmail.com,-206.31
111,rkbhlltvqk@gmail.com,95.05999999999999
112,ttdzmkzger@gmail.com,49.68999999999998
113,oghyffnaie@gmail.com,136.01999999999998
114,etylatcsad@gmail.com,154.8
115,klcngdeibv@gmail.com,-117.7
116,xyefilkiqk@gmail.com,72.5
117,uaqqjruhde@gmail.com,-7.380000000000024
118,kqsklcbhss@gmail.com,43.44999999999999
119,wlwxjokmof@gmail.com,-23.819999999999993
120,iloqjxfhhj@gmail.com,15.930000000000007
121,qskxqleccy@gmail.com,143.46
122,nekjlnfntg@gmail.com,108.89999999999999
123,xkzuamrrlh@gmail.com,101.27
124,bqqyppbpbl@gmail.com,-186.33999999999997
125,ehnwhelhsz@gmail.com,33.400000000000006
126,ytfqpcrogc@gmail.com,-23.830000000000002
127,ewxxzvldfy@gmail.com,151.10999999999999
128,kpickugius@gmail.com,11.949999999999989
129,qegeckvpqd@gmail.com,-52.41999999999999
130,vnioidaelx@gmail.com,64.53999999999999
131,fgfwebkyob@gmail.com,24.279999999999987
132,eorcacimri@gmail.com,25.77000000000001
133,ocewvfjhyw@gmail.com,46.849999999999994
134,fpasuwwtbo@gmail.com,-97.80000000000001
135,lytiwtkitu@gmail.com,-64.85000000000001
136,lxlmfczneb@gmail.com,-44.05
137,fknhfpkhik@gmail.com,-136.75
138,nktdampiwj@gmail.com,-127.47
139,upjepueccp@gmail.com,-25.78
140,oqfwekpxdd@gmail.com,68.62
141,nfnqpojtps@gmail.com,-7.359999999999999
142,cwzrcphahf@gmail.com,-48.859999999999985
143,wjhgxnjmex@gmail.com,-68.61999999999999
144,ujiyuddjux@gmail.com,-144.01
145,hzhgoipjzh@gmail.com,32.869999999999976
146,buzvochavu@gmail.com,-91.21000000000001
147,gvvsmuiihb@gmail.com,67.48000000000002
148,yhgbuynwmk@gmail.com,-96.96000000000001
149,rglvqsebqy@gmail.com,18.1
150,nuacltcpbk@gmail.com,142.34000000000003
151,dqqsgrzrnw@gmail.com,-110.77
152,ddvggfufxr@gmail.com,104.34
153,oxlnkuwcnp@gmail.com,64.81
154,wugtgypryw@gmail.com,-153.21
155,jidfhiqlzn@gmail.com,142.18
156,rdttytfqno@gmail.com,-97.31
157,zubdkebuzi@gmail.com,26.80000000000001
158,pjeqdjfwvb@gmail.com,-73.68
159,mawrexfwre@gmail.com,-14.679999999999996
160,jpizhaxbbh@gmail.com,143.55
161,odyirxphaa@gmail.com,14.310000000000002
162,ryisbzeyol@gmail.com,-186.74
163,jdjwopvgkg@gmail.com,33.81
164,jmtgwfkqxp@gmail.com,-4.900000000000006
165,dpevymoqth@gmail.com,102.8
166,ivtxjdznjo@gmail.com,92.61999999999999
167,sfumvgermn@gmail.com,79.05
168,zqqtyerwec@gmail.com,78.88
169,alshoidkdl@gmail.com,58.06999999999999
170,ugxixjuukl@gmail.com,-3.8599999999999994
171,jnczhzlepx@gmail.com,-76.71
172,cigbknxcpi@gmail.com,83.17000000000002
173,mkfdjcwvzx@gmail.com,60.64999999999999
174,ibcciwobht@gmail.com,70.59
175,vvvharszvm@gmail.com,-88.77000000000001
176,awlrejqtml@gmail.com,-37.41
177,cwvylzitlr@gmail.com,148.28
178,xlomvgpzem@gmail.com,42.5
179,octbiiywgp@gmail.com,-107.28999999999999
180,vuyqqflywh@gmail.com,13.420000000000002
181,raaafplyzx@gmail.com,-127.82000000000001
182,hqlaajbneh@gmail.com,45.56
183,bqzblvfpdz@gmail.com,165.58
184,dgzbbcoemo@gmail.com,235.60999999999999
185,abfmhkwxah@gmail.com,-74.71000000000001
186,vonhhfotis@gmail.com,-15.919999999999987
187,smuqhzykmj@gmail.com,-138.41
188,ivfttonmjq@gmail.com,-2.8000000000000114
189,nzzcrchndi@gmail.com,-76.33000000000001
190,sfjmjmbtwx@gmail.com,56.540000000000006
191,aqpevezuho@gmail.com,145.19
192,uwdgpfcnaz@gmail.com,3.3700000000000045
193,aqhivaclrl@gmail.com,165.77
194,kgovzqieuq@gmail.com,106.08000000000001
195,bhyzuttjia@gmail.com,-44.33999999999999
196,xxggtzxwma@gmail.com,-73.23
197,vegcurtxop@gmail.com,135.57
198,sdzrocleoc@gmail.com,9.11
199,tzxivrzrot@gmail.com,92.98000000000002
200,derrgbjldt@gmail.com,10.060000000000002
201,tzlfashmel@gmail.com,-164.72
202,eaqjvhlifm@gmail.com,-92.72999999999999
203,pocmtmxxlv@gmail.com,56.35
204,tkhrnmdigo@gmail.com,61.97999999999999
205,ubghskvbts@gmail.com,1.4499999999999886
206,nmgggzqugo@gmail.com,120.28
207,vbosdmalmt@gmail.com,88.83000000000001
208,wvawsqplvj@gmail.com,100.70000000000002
209,xncnwkfxcc@gmail.com,-135.43
210,crcbvtgvtu@gmail.com,128.29
211,iktgdzycyr@gmail.com,-84.26
212,gzosjcsphh@gmail.com,22.28
213,ytrkogekor@gmail.com,34.140000000000015
214,slhksndisc@gmail.com,-46.71000000000001
215,pkxcqvlrst@gmail.com,93.46
216,hywaxdsqfk@gmail.com,-59.17
217,hpmblzlwfs@gmail.com,-69.18
218,qwxbwxcdtv@gmail.com,-65.54
219,qiwaowntaa@gmail.com,79.92
220,ucccpogsys@gmail.com,75.36
221,bbjmjfzmwn@gmail.com,-81.95
222,yeiypktapl@gmail.com,-61.05000000000001
223,yqgmpeagol@gmail.com,120.97
224,lwtpeasuyv@gmail.com,51.08
225,pkxeonsyuy@gmail.com,-96.6
226,dwfnfyiezr@gmail.com,52.96000000000001
227,gtgadsxnfu@gmail.com,157.95
228,xchsccfijg@gmail.com,120.24
229,hfsrsnaiux@gmail.com,146.4
230,surmyjjctc@gmail.com,37.69
231,ljuprdhuqs@gmail.com,96.09
232,ksjmoazdew@gmail.com,49.2
233,spcghfbktf@gmail.com,51.4
234,nfxdaxftgl@gmail.com,-80.23
235,wthdkuboif@gmail.com,132.86
236,thnikzxhgo@gmail.com,90.58
237,idjmcoxfhu@gmail.com,3.1500000000000057
238,ybjiqdgswj@gmail.com,74.53
239,scmxdbyjbu@gmail.com,-91.11999999999999
240,vuvkasxsis@gmail.com,-87.06
241,cwojdqoajt@gmail.com,183.21999999999997
242,snxpcajkcz@gmail.com,153.95000000000002
243,nhyglogyyu@gmail.com,-38.269999999999996
244,jpchkiudmf@gmail.com,145.35000000000002
245,iidgkcyyrg@gmail.com,-42.359999999999985
246,rblsbwgrug@gmail.com,75.16999999999999
247,ctjmbovqoz@gmail.com,78.98
248,qdizlycmzn@gmail.com,-139.89999999999998
249,ztgqipforx@gmail.com,-27.28
250,wpvvqivakv@gmail.com,-1.1699999999999875
251,kiylncowno@gmail.com,-115.32
252,xprlcfzzbn@gmail.com,-0.1999999999999993
253,kkchafngbx@gmail.com,-10.299999999999983
254,jbvwgmmjvo@gmail.com,-14.5
255,iulaubrcyq@gmail.com,90.25000000000001
256,ztahgcswtp@gmail.com,-2.6200000000000045
257,julpayvcph@gmail.com,-59.0
258,jfiqfqheku@gmail.com,79.19
259,lzpjfhgizp@gmail.com,26.53
260,urmrtesfog@gmail.com,149.98000000000002
261,wlfosuznfu@gmail.com,-76.13
262,hdbbcbycop@gmail.com,196.42000000000002
263,wyawwrtwxw@gmail.com,-34.81
264,vovbmkraqh@gmail.com,11.120000000000005
265,agldnjzaji@gmail.com,96.3
266,pgkvmvzaqo@gmail.com,176.01000000000002
267,gnzidydihf@gmail.com,116.68999999999998
268,utrzbpidad@gmail.com,204.27
269,yuvemidadl@gmail.com,67.91
270,ppcqbmxtbt@gmail.com,-199.34
271,ajtxletwhs@gmail.com,84.35
272,onrkugzgva@gmail.com,48.109999999999985
273,dzlbqkweqv@gmail.com,-118.32
274,uesmoknvoh@gmail.com,129.87
275,vtzukwzlix@gmail.com,125.92
276,mdqdjrfboc@gmail.com,-160.79999999999998
277,ufntiyqucy@gmail.com,32.14999999999998
278,ylzaymqakn@gmail.com,6.199999999999989
279,glrmgkqzwk@gmail.com,-185.62
280,teesiohlrh@gmail.com,3.730000000000004
281,kjbboqnfzm@gmail.com,95.05999999999999
282,askccmmpkt@gmail.com,-52.16000000000001
283,hqhdikziqk@gmail.com,76.92
284,ravkwqvied@gmail.com,-33.45
285,hsgtfqgamf@gmail.com,-159.54
286,hofifjafie@gmail.com,-133.65
287,lutsshgqme@gmail.com,62.68000000000001
288,oqwihxawgj@gmail.com,203.73000000000002
289,ifthbezhiu@gmail.com,-59.75999999999999
290,oqyaupjobi@gmail.com,-10.649999999999999
291,fqmjfrlgtq@gmail.com,-47.65999999999998
292,ermojzukqj@gmail.com,-159.06
293,lisgpghjym@gmail.com,-91.99
294,vozdqswnzm@gmail.com,-92.77
295,pzbddegvyn@gmail.com,51.71
296,hpswtmniac@gmail.com,61.95000000000002
297,owhsykzkpq@gmail.com,-41.55
298,jsuzetjwto@gmail.com,71.07
299,omoogdualz@gmail.com,-79.86
300,izowtnbwbu@gmail.com,-96.96000000000001
301,tnsnlqnrwb@gmail.com,-200.86
302,mbxznpvibb@gmail.com,171.76000000000002
303,bpnsbbcess@gmail.com,-62.99000000000001
304,kuxzvaiwhi@gmail.com,66.35000000000001
305,wpnhijybvu@gmail.com,49.309999999999995
306,suwgqhhpda@gmail.com,138.45
307,okcxohsqsi@gmail.com,-140.22
308,btsroqojnt@gmail.com,-3.019999999999982
309,vusxpwtttl@gmail.com,21.440000000000012
310,mtzvrgbcnq@gmail.com,186.38
311,mazjdoodhc@gmail.com,6.050000000000001
312,mxpiclyutf@gmail.com,-7.439999999999998
313,ucxxrluvas@gmail.com,83.75
314,ryqktowmxh@gmail.com,-37.55000000000001
315,iwniqwigjq@gmail.com,234.15
316,idcmxtvzna@gmail.com,-116.65
317,ikwxulnwvk@gmail.com,174.95999999999998
318,anlulsbson@gmail.com,-12.409999999999997
319,vigeynywuo@gmail.com,-109.80000000000001
320,tysdmtsxmr@gmail.com,22.72
321,asuxdtbkrt@gmail.com,-15.480000000000018
322,lvommhdtzg@gmail.com,-131.34
323,abgisnmrku@gmail.com,25.879999999999995
324,wcjbztpczi@gmail.com,147.97
325,ddpsqjbiwo@gmail.com,150.26
326,qzaqwlnfjt@gmail.com,181.38
327,byogpvdvlp@gmail.com,0.7299999999999898
328,iatzarxktr@gmail.com,57.53
329,lbgpolhnhb@gmail.com,-76.58999999999999
330,oceldebhpy@gmail.com,-37.95000000000002
331,pksuzlexkf@gmail.com,19.9
332,kxuniowqmn@gmail.com,-125.50999999999999
333,mxcfvzpenl@gmail.com,-22.42
334,mhdunrqzgv@gmail.com,-123.56
335,juzwywhyvb@gmail.com,-74.88999999999999
336,ivizkqpzoy@gmail.com,-35.519999999999996
337,ixhfzskkkr@gmail.com,62.28
338,juoycltrgu@gmail.com,-54.58999999999999
339,ofzellznmx@gmail.com,-98.19
340,enyjudvfol@gmail.com,76.75
341,mzerpfaujb@gmail.com,49.53
342,rzbvmrikpu@gmail.com,-87.25999999999999
343,mymbipwllb@gmail.com,-133.87
344,hmyafpfamc@gmail.com,88.5
345,fpueqavknw@gmail.com,-188.72
346,tdypcolvmn@gmail.com,231.35999999999999
347,eajdcjrqkc@gmail.com,-29.239999999999995
348,zxcanzkugx@gmail.com,-63.71
349,aomyfenmts@gmail.com,174.53
350,ocbyfzgkvd@gmail.com,-65.25
351,yzqxjkibpe@gmail.com,118.43
352,jahvzfscxc@gmail.com,34.900000000000006
353,ycklosehog@gmail.com,21.960000000000008
354,foglhhexqo@gmail.com,37.93000000000001
355,hvefvligrm@gmail.com,101.19999999999999
356,gdjghefdmm@gmail.com,67.07
357,fzgeetnkya@gmail.com,169.24
358,rbxnlzxhqr@gmail.com,-213.71
359,poaenovbag@gmail.com,-208.38
360,omgqcansmi@gmail.com,-43.68000000000001
361,ntmvkuoeyz@gmail.com,1.8600000000000136
362,fqzsuhufim@gmail.com,-64.31
363,bsppopwxik@gmail.com,-180.64
364,zhvecczgwe@gmail.com,24.99000000000001
365,uvvkrhjclb@gmail.com,-66.62
366,yxzjmzktto@gmail.com,-103.37
367,ojppzxhjkh@gmail.com,35.86000000000001
368,hyufgnifkv@gmail.com,-27.849999999999994
369,gqhwyxuhrw@gmail.com,26.0
370,qipmsrsbhn@gmail.com,50.93000000000001
371,mhblwbnuwr@gmail.com,212.09
372,zdivqblrsv@gmail.com,10.670000000000002
373,nafdvcqlhg@gmail.com,2.3999999999999986
374,afuplwstkz@gmail.com,-42.64999999999999
375,mmtblbxlpl@gmail.com,153.9
376,bxiyzhwflv@gmail.com,27.74000000000001
377,wyiybpuysx@gmail.com,-75.94999999999999
378,xeleodiweu@gmail.com,-129.13
379,ombmlovson@gmail.com,-94.57
380,rdvqqanete@gmail.com,66.28999999999999
381,qvnpictaod@gmail.com,-121.58000000000001
382,zingzlslfr@gmail.com,16.120000000000005
383,lurlyxwmpv@gmail.com,65.76000000000002
384,grymkfuawu@gmail.com,-66.42
385,hrsjivjgxv@gmail.com,-51.45000000000002
386,bxcbmpkcxn@gmail.com,26.099999999999994
387,xmmzvvpsbp@gmail.com,-36.08
388,ptsnxocrnm@gmail.com,13.740000000000009
389,fmtkpcbbcm@gmail.com,-82.53
390,xrwlthnbcw@gmail.com,73.56
391,nmkrkojrpv@gmail.com,-72.69999999999999
392,yvurwxgxtd@gmail.com,-25.939999999999998
393,izxdmedrfp@gmail.com,196.91
394,tlixtlwyoc@gmail.com,-71.71
395,aaubsxyhui@gmail.com,85.30000000000001
396,xtokwookdn@gmail.com,-50.389999999999986
397,nvqhuizzbu@gmail.com,99.1
398,knsopgixdm@gmail.com,-3.670000000000016
399,ffccusqyrn@gmail.com,136.21
400,gfdgtjwixy@gmail.com,-19.679999999999993
401,grinbtpzue@gmail.com,-24.819999999999993
402,ocsshtzunt@gmail.com,31.599999999999994
403,mhcbbcqdno@gmail.com,111.89
404,aacpbgkntc@gmail.com,-127.78
405,xhjuyyxnay@gmail.com,137.94
406,reuaiezndk@gmail.com,-179.1
407,kawpnmooio@gmail.com,131.93
408,iyljwinwse@gmail.com,70.63
409,rnxjsateco@gmail.com,101.69999999999999
410,ixcpalsuag@gmail.com,-40.760000000000005
411,jgeeioqsnh@gmail.com,-95.79999999999998
412,jxyhknqtuj@gmail.com,179.2
413,ldpbnspwow@gmail.com,58.150000000000006
414,dmjdemjpog@gmail.com,-60.89
415,mbwxaccshp@gmail.com,2.230000000000004
416,guqkwzjbks@gmail.com,0.30999999999997385
417,oxnuwghvud@gmail.com,156.92000000000002
418,awhokhlxmw@gmail.com,74.35000000000001
419,ancyxceeom@gmail.com,-101.64000000000001
420,euiuwckcmk@gmail.com,-19.709999999999994
421,xrplnqlibt@gmail.com,-19.169999999999998
422,tqlkgubgrl@gmail.com,34.19
423,mweoxzlboo@gmail.com,-83.47999999999999
424,roshekhgju@gmail.com,-75.11000000000001
425,dadrppxyrq@gmail.com,72.41
426,owwmhctxso@gmail.com,-135.94
427,itgdwhqxad@gmail.com,163.0
428,sjcimsyahm@gmail.com,12.08
429,rwkjeclglm@gmail.com,-34.5
430,dymalnstmi@gmail.com,22.50999999999999
431,etybxxsuip@gmail.com,-98.23
432,ushrzczovz@gmail.com,-1.3699999999999974
433,tjfeozygla@gmail.com,-67.24000000000001
434,temavjfach@gmail.com,-18.080000000000005
435,inodfosvhz@gmail.com,-77.21000000000001
436,pzuxmukldm@gmail.com,226.58
437,vjvppkrute@gmail.com,-67.71000000000001
438,hkoqddxltv@gmail.com,105.57000000000001
439,wowbvdvdja@gmail.com,65.11
440,nralcdjoar@gmail.com,113.70000000000002
441,ndurrmkwbi@gmail.com,77.24
442,omvxxmcypj@gmail.com,-27.80000000000001
443,ctnuiukfyq@gmail.com,190.8
444,tlzdptslvy@gmail.com,-109.94
445,jxugaacgyh@gmail.com,29.310000000000002
446,fmnkrzhvhn@gmail.com,94.71000000000001
447,vubcnnkxir@gmail.com,-68.96000000000001
448,pmddfupxao@gmail.com,-154.93
449,rnukjtnipr@gmail.com,-113.39
450,afrlmnciqb@gmail.com,-134.15
451,xstorlbqlr@gmail.com,-35.769999999999996
452,qohqqphuqs@gmail.com,-28.30000000000001
453,zwbnehvfeq@gmail.com,-30.120000000000005
454,cxwhbfjenu@gmail.com,-109.72999999999999
455,xmmwiutxwq@gmail.com,190.54999999999998
456,kkxowcesvp@gmail.com,149.35999999999999
457,lrzrqpfjvd@gmail.com,22.78
458,ggdkcwyilj@gmail.com,-50.78
459,foqmkejnov@gmail.com,11.360000000000007
460,tuerlyohjk@gmail.com,72.89000000000001
461,xpylhzdvxg@gmail.com,13.070000000000022
462,dbjzxcpdza@gmail.com,-50.510000000000005
463,pyfsmjongr@gmail.com,174.70999999999998
464,rlgcvljjpv@gmail.com,16.779999999999987
465,onzgapddws@gmail.com,43.480000000000004
466,tobycdqrmq@gmail.com,17.150000000000006
467,ueamhrvkcg@gmail.com,82.31
468,ssayazcrcj@gmail.com,-19.49
469,uuidjcehrk@gmail.com,-86.61
470,kpjrqvvjyq@gmail.com,70.1
471,qrosppjogt@gmail.com,-19.28
472,gqoltfkwjc@gmail.com,40.99000000000001
473,gdoxdjipta@gmail.com,139.47
474,mabqnaepwe@gmail.com,207.98000000000002
475,apximwrras@gmail.com,112.38999999999999
476,zbyfifqylj@gmail.com,-87.35000000000001
477,bgghrdnyge@gmail.com,-186.85000000000002
478,zzesdorrca@gmail.com,106.15
479,yvzkcvleec@gmail.com,46.16
480,noptszmqiw@gmail.com,51.610000000000014
481,vjmnvorxah@gmail.com,90.78
482,earcycsvsh@gmail.com,13.869999999999997
483,vlhswrsuti@gmail.com,-198.14
484,bokfkpewss@gmail.com,10.61
485,rtabzlhjnt@gmail.com,-165.98
486,rhjhfxctea@gmail.com,-87.96000000000001
487,efudtglthg@gmail.com,-29.570000000000007
488,icjuolytnw@gmail.com,-24.260000000000005
489,rohuadfscg@gmail.com,-107.46
490,gzsfyovmxk@gmail.com,121.36999999999999
491,vvogauogzh@gmail.com,56.44
492,sytrfrosjq@gmail.com,-115.64000000000001
493,zjiolumwdz@gmail.com,87.31
494,reivumapzv@gmail.com,-49.650000000000006
495,tcbllxgqgi@gmail.com,-98.83
496,adickjzgxj@gmail.com,194.24
497,rtmmlhiyni@gmail.com,123.93
498,rsflspiapz@gmail.com,163.19
499,vwawpobybl@gmail.com,-58.420000000000016
500,oifemvxyik@gmail.com,156.82
501,muwrpppaey@gmail.com,-18.340000000000003
502,sahdxqajcb@gmail.com,-144.52
503,ajuufbemxt@gmail.com,99.58
504,vczentvgok@gmail.com,100.01
505,ejzmjswwfh@gmail.com,-19.680000000000007
506,rlmjqtyqtr@gmail.com,38.4
507,rmkajkbbny@gmail.com,39.89999999999999
508,djrhjobuvd@gmail.com,10.560000000000002
509,cxgtvjwfop@gmail.com,99.74
510,vklvbbypwn@gmail.com,31.890000000000015
511,emnhcbydwf@gmail.com,152.16
512,fzlnmmrsql@gmail.com,53.06
513,batmgkkvjj@gmail.com,115.96000000000001
514,pdcfvjuhmb@gmail.com,136.75
515,rwrbeblhfc@gmail.com,-10.569999999999993
516,vuaeqjjlra@gmail.com,87.04999999999998
517,sfkezocxmw@gmail.com,-24.950000000000017
518,sfmwjtwzrz@gmail.com,-118.15
519,pbwcukszqs@gmail.com,3.7099999999999937
520,luzdhijwli@gmail.com,-181.04000000000002
521,dyjtlrkcop@gmail.com,-16.040000000000003
522,eadhcorgxb@gmail.com,227.45000000000002
523,jcsjzqdyih@gmail.com,100.47000000000001
524,kuosifctyi@gmail.com,-9.86
525,wuxvtmcqhn@gmail.com,-23.539999999999992
526,jhadvumqoo@gmail.com,14.900000000000006
527,cvftkplndl@gmail.com,208.98999999999998
528,exefyktbqj@gmail.com,-91.94000000000001
529,psiecwhxuf@gmail.com,218.14000000000001
530,rxpryhizyk@gmail.com,63.14
531,jslynoebcx@gmail.com,-78.48
532,dmssxbazwv@gmail.com,15.780000000000001
533,utorlverdo@gmail.com,202.23999999999998
534,njygataije@gmail.com,121.37
535,hujleakxay@gmail.com,93.77999999999999
536,zbkndycbke@gmail.com,-145.28
537,hghulcgjlb@gmail.com,-50.640000000000015
538,hlutlsacvi@gmail.com,0.950000000000017
539,hdybxydijp@gmail.com,48.129999999999995
540,gkakvieenr@gmail.com,21.960000000000008
541,agcpjmpewz@gmail.com,77.88000000000001
542,ouzekcnxog@gmail.com,-227.69
543,qpffahuqxq@gmail.com,181.82999999999998
544,thlxjpljgg@gmail.com,60.03
545,qbmierrbrp@gmail.com,-146.99
546,whzvrjhfim@gmail.com,-187.17
547,qhnbbumezm@gmail.com,-23.089999999999996
548,zvldzyyivq@gmail.com,-0.700000000000017
549,sxhwhacbhy@gmail.com,97.98
550,motledeeoy@gmail.com,-191.37
551,ludubfdfju@gmail.com,-209.23999999999998
552,cxkgjwkfdo@gmail.com,-113.42000000000002
553,dcgtruqawe@gmail.com,-125.62
554,vfendddbwq@gmail.com,-112.71999999999998
555,sfsjliopzi@gmail.com,18.320000000000007
556,roeurbyomc@gmail.com,-48.420000000000016
557,vebzbyovah@gmail.com,152.47
558,joocetolob@gmail.com,218.07
559,tblfvfblru@gmail.com,-156.41
560,vbkkrgatqu@gmail.com,2.789999999999992
561,eptcrjlcjp@gmail.com,-163.41000000000003
562,sutsxzqbdf@gmail.com,-9.27000000000001
563,yxybmhkwcv@gmail.com,102.92
564,byhhpyfjmm@gmail.com,-35.76000000000002
565,mwkkrzmxpr@gmail.com,-20.940000000000005
566,maujhbirmx@gmail.com,23.46999999999999
567,oyeqncnhuv@gmail.com,-62.330000000000005
568,oimonxyxwk@gmail.com,53.84
569,srzudxiter@gmail.com,41.540000000000006
570,agetlxkwkn@gmail.com,81.83
571,bikfvkivwx@gmail.com,-85.08000000000001
572,dislcnufuy@gmail.com,-193.29000000000002
573,oejczkgpdh@gmail.com,10.799999999999997
574,nznzjdtfdw@gmail.com,94.91000000000001
575,ywhsmidmhz@gmail.com,-79.07000000000001
576,uejtcmpxdb@gmail.com,111.81000000000002
577,stlvqamtjx@gmail.com,180.2
578,opiodqlgdb@gmail.com,181.0
579,syuiboekgc@gmail.com,-5.3300000000000125
580,grttvjwrok@gmail.com,40.56
581,uvqxrjflhp@gmail.com,-114.81
582,gvruwjfxyq@gmail.com,-55.829999999999984
583,ffamadknjy@gmail.com,-34.599999999999994
584,vylcmnphys@gmail.com,-36.029999999999994
585,igcqbhbchf@gmail.com,-37.97
586,jmdqlwhysn@gmail.com,-12.120000000000001
587,ayecorntpu@gmail.com,19.459999999999997
588,jzmeedcesk@gmail.com,-152.88
589,igroerqctz@gmail.com,-163.15
